997600;"Action 0 succeded !"
23936000;"Computation succeeded"
23936000;@Rx|0.220
23936000;@Ry|1.200
23936000;@RTh|0.000
24933300;@Rv|0.000
24933300;@Rw|0.000
24933300;@Gx|0.220
24933300;@Gy|1.200
25930600;@GTh|0.000
25930600;@Gv|0.000
25930600;@Gw|0.000
52858800;@Rx|0.220
53856100;@Ry|1.200
53856100;@RTh|0.000
53856100;@Rv|0.000
54853400;@Rw|0.000
54853400;@Gx|0.220
54853400;@Gy|1.200
54853400;@GTh|0.000
55850600;@Gv|0.040
55850600;@Gw|0.000
93749400;@Rx|0.220
93749400;@Ry|1.200
93749400;@RTh|0.000
94746800;@Rv|0.004
94746800;@Rw|0.000
94746800;@Gx|0.221
94746800;@Gy|1.200
95743900;@GTh|0.000
95743900;@Gv|0.080
95743900;@Gw|0.000
133642600;@Rx|0.221
133642600;@Ry|1.200
133642600;@RTh|0.000
134639900;@Rv|0.029
134639900;@Rw|0.000
134639900;@Gx|0.224
134639900;@Gy|1.200
135637200;@GTh|0.000
135637200;@Gv|0.120
135637200;@Gw|0.000
173535800;@Rx|0.223
173535800;@Ry|1.200
174533300;@RTh|0.000
174533300;@Rv|0.077
174533300;@Rw|0.000
174533300;@Gx|0.228
174533300;@Gy|1.200
175530500;@GTh|0.000
175530500;@Gv|0.160
175530500;@Gw|0.000
213429500;@pid|0
213429500;@ghost|0
214426900;@i|1
214426900;@A0|Tirette
214426900;@F0|0
214426900;@A1|Forward
215424300;@F1|0
215424300;@A2|Spin
215424300;@F2|0
215424300;@A3|Backward
215424300;@F3|0
216421700;@A4|Spin
216421700;@F4|0
216421700;@A5|Goto
216421700;@F5|0
217418700;@A6|Spin
217418700;@F6|0
217418700;@A7|Send
217418700;@F7|0
217418700;@A8|Goto
217418700;@F8|0
218416100;@A9|End_
218416100;@F9|0
253323200;@Rx|0.234
253323200;@Ry|1.200
254320700;@RTh|0.000
254320700;@Rv|0.192
254320700;@Rw|0.000
255317900;@Gx|0.241
255317900;@Gy|1.200
255317900;@GTh|0.000
255317900;@Gv|0.240
256315300;@Gw|0.000
293216000;@Rx|0.243
293216000;@Ry|1.200
294213200;@RTh|0.000
294213200;@Rv|0.237
294213200;@Rw|0.000
295210500;@Gx|0.250
295210500;@Gy|1.200
295210500;@GTh|0.000
295210500;@Gv|0.280
296207800;@Gw|0.000
333109300;@Rx|0.254
333109300;@Ry|1.200
334106500;@RTh|0.000
334106500;@Rv|0.270
334106500;@Rw|0.000
335104000;@Gx|0.261
335104000;@Gy|1.200
335104000;@GTh|0.000
335104000;@Gv|0.320
336101100;@Gw|0.000
373002600;@Rx|0.265
374000000;@Ry|1.200
374000000;@RTh|0.000
374000000;@Rv|0.300
374997100;@Rw|0.000
374997100;@Gx|0.273
374997100;@Gy|1.200
374997100;@GTh|0.000
375994400;@Gv|0.360
375994400;@Gw|0.000
412895900;@Rx|0.278
413893300;@Ry|1.200
413893300;@RTh|0.000
413893300;@Rv|0.334
414890600;@Rw|0.000
414890600;@Gx|0.287
414890600;@Gy|1.200
414890600;@GTh|0.000
415887800;@Gv|0.400
415887800;@Gw|0.000
453786400;@Rx|0.292
453786400;@Ry|1.200
453786400;@RTh|0.000
454783800;@Rv|0.373
454783800;@Rw|0.000
454783800;@Gx|0.302
454783800;@Gy|1.200
454783800;@GTh|0.000
455781000;@Gv|0.441
455781000;@Gw|0.000
493679900;@Rx|0.308
493679900;@Ry|1.200
493679900;@RTh|0.000
494677100;@Rv|0.417
494677100;@Rw|0.000
494677100;@Gx|0.319
494677100;@Gy|1.200
495674400;@GTh|0.000
495674400;@Gv|0.481
495674400;@Gw|0.000
533573000;@Rx|0.326
533573000;@Ry|1.200
533573000;@RTh|0.000
534570400;@Rv|0.462
534570400;@Rw|0.000
534570400;@Gx|0.338
534570400;@Gy|1.200
535567900;@GTh|0.000
535567900;@Gv|0.521
535567900;@Gw|0.000
573466500;@Rx|0.346
573466500;@Ry|1.200
574463800;@RTh|0.000
574463800;@Rv|0.505
574463800;@Rw|0.000
574463800;@Gx|0.358
575461000;@Gy|1.200
575461000;@GTh|0.000
575461000;@Gv|0.561
575461000;@Gw|0.000
613359700;@Rx|0.367
613359700;@Ry|1.200
614357200;@RTh|0.000
614357200;@Rv|0.545
614357200;@Rw|0.000
614357200;@Gx|0.380
615354500;@Gy|1.200
615354500;@GTh|0.000
615354500;@Gv|0.601
615354500;@Gw|0.000
653756500;@Rx|0.390
653756500;@Ry|1.200
653756500;@RTh|0.000
654753800;@Rv|0.582
654753800;@Rw|0.000
654753800;@Gx|0.403
654753800;@Gy|1.200
655751100;@GTh|0.000
655751100;@Gv|0.641
655751100;@Gw|0.000
693649800;@Rx|0.414
693649800;@Ry|1.200
693649800;@RTh|0.000
694647100;@Rv|0.620
694647100;@Rw|0.000
694647100;@Gx|0.428
694647100;@Gy|1.200
695644400;@GTh|0.000
695644400;@Gv|0.681
695644400;@Gw|0.000
733543200;@Rx|0.440
733543200;@Ry|1.200
734540600;@RTh|0.000
734540600;@Rv|0.659
734540600;@Rw|0.000
734540600;@Gx|0.455
734540600;@Gy|1.200
735537900;@GTh|0.000
735537900;@Gv|0.701
735537900;@Gw|0.000
773940300;@Rx|0.467
773940300;@Ry|1.200
774938100;@RTh|0.000
775936100;@Rv|0.699
775936100;@Rw|0.000
776933400;@Gx|0.483
776933400;@Gy|1.200
777930100;@GTh|0.000
778928100;@Gv|0.701
778928100;@Gw|0.000
813834100;@Rx|0.496
813834100;@Ry|1.200
814830500;@RTh|0.000
814830500;@Rv|0.728
814830500;@Rw|0.000
815828200;@Gx|0.511
815828200;@Gy|1.200
815828200;@GTh|0.000
816825300;@Gv|0.700
816825300;@Gw|0.000
853726400;@Rx|0.525
853726400;@Ry|1.200
853726400;@RTh|0.000
854723600;@Rv|0.732
854723600;@Rw|0.000
854723600;@Gx|0.539
854723600;@Gy|1.200
855720900;@GTh|0.000
855720900;@Gv|0.700
855720900;@Gw|0.000
893619600;@Rx|0.554
893619600;@Ry|1.200
893619600;@RTh|0.000
894617000;@Rv|0.716
894617000;@Rw|0.000
894617000;@Gx|0.567
894617000;@Gy|1.200
895614200;@GTh|0.000
895614200;@Gv|0.700
895614200;@Gw|0.000
933512900;@Rx|0.582
933512900;@Ry|1.200
934510400;@RTh|0.000
934510400;@Rv|0.696
934510400;@Rw|0.000
934510400;@Gx|0.595
935507500;@Gy|1.200
935507500;@GTh|0.000
935507500;@Gv|0.700
935507500;@Gw|0.000
973406300;@Rx|0.610
973406300;@Ry|1.200
974403600;@RTh|0.000
974403600;@Rv|0.685
974403600;@Rw|0.000
974403600;@Gx|0.623
975400900;@Gy|1.200
975400900;@GTh|0.000
975400900;@Gv|0.700
975400900;@Gw|0.000
1013299600;@Rx|0.637
1013299600;@Ry|1.200
1014297000;@RTh|0.000
1014297000;@Rv|0.686
1014297000;@Rw|0.000
1015294400;@Gx|0.651
1015294400;@Gy|1.200
1015294400;@GTh|0.000
1015294400;@Gv|0.700
1016291600;@Gw|0.000
1053193000;@Rx|0.665
1053193000;@Ry|1.200
1054190200;@RTh|0.000
1054190200;@Rv|0.695
1054190200;@Rw|0.000
1055187500;@Gx|0.679
